study,sample,outcome,recipient,recipient_relation,recipient_is_message_subject,cost_type,stake,position,arm,n_t,n_c,ctrl_level_pp,ate_pp,se_pp,ate_pct_of_level,direct_pp,matched_att_ate_pp,note
voelkel2024,"US n=31,908",PA_DG (cents given to out-partisan),an anonymous out-partisan PARTICIPANT,subject_of_message,1,money_certain,"50 real cents, certain",inside a randomised DV block (mid-battery),System_Justification,1140,6824,35.453,2.293,0.817,6.469,,1.622,all signs flipped to the GIVING direction; recoded PA_DG is reverse-scored (raw mean 19.30 of 50c = 38.6%)
voelkel2024,"US n=31,908",PA_DG (cents given to out-partisan),an anonymous out-partisan PARTICIPANT,subject_of_message,1,money_certain,"50 real cents, certain",inside a randomised DV block (mid-battery),Utah_Cues,1146,6824,35.453,0.295,0.816,0.832,,3.048,all signs flipped to the GIVING direction; recoded PA_DG is reverse-scored (raw mean 19.30 of 50c = 38.6%)
voelkel2024,"US n=31,908",PA_DG (cents given to out-partisan),an anonymous out-partisan PARTICIPANT,subject_of_message,1,money_certain,"50 real cents, certain",inside a randomised DV block (mid-battery),Violence_Efficacy,1133,6824,35.453,0.467,0.897,1.316,,1.328,all signs flipped to the GIVING direction; recoded PA_DG is reverse-scored (raw mean 19.30 of 50c = 38.6%)
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",POOLED,54355,5085,62.483,-2.253,0.628,-3.606,-2.545,1.184,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",BindingMoral,5088,5085,62.483,0.911,0.846,1.459,,0.944,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",CollectAction,5159,5085,62.483,-2.122,0.85,-3.397,,2.44,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",DynamicNorm,5167,5085,62.483,0.383,0.844,0.612,,0.95,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",FutureSelfCont,4194,5085,62.483,-1.956,0.898,-3.13,,2.048,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",LetterFutureGen,4022,5085,62.483,-4.293,0.911,-6.871,,2.553,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",NegativeEmotions,5162,5085,62.483,-6.296,0.854,-10.076,,0.106,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",PluralIgnorance,5170,5085,62.483,-1.274,0.849,-2.039,,0.509,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",PsychDistance,4730,5085,62.483,-5.469,0.873,-8.753,,2.07,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",SciConsens,5286,5085,62.483,0.625,0.838,1.0,,1.036,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",SystemJust,5173,5085,62.483,-0.807,0.846,-1.291,,1.363,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",WEPT_pp,Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,up to 8 pages of tedious number-screening; 1 tree per page,"near end, after all attitude DVs",WorkTogetherNorm,5156,5085,62.483,-5.132,0.854,-8.214,,-0.407,WEPT 0-8 pages rescaled to 0-100 pp
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,POOLED,40136,3905,48.476,6.417,0.838,13.237,5.652,1.184,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,BindingMoral,3873,3905,48.476,4.273,1.133,8.816,,0.944,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,CollectAction,3721,3905,48.476,9.008,1.139,18.583,,2.44,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,DynamicNorm,3808,3905,48.476,6.539,1.136,13.49,,0.95,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,FutureSelfCont,3094,3905,48.476,7.794,1.198,16.078,,2.048,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,LetterFutureGen,2939,3905,48.476,10.081,1.211,20.796,,2.553,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,NegativeEmotions,3661,3905,48.476,10.606,1.14,21.879,,0.106,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,PluralIgnorance,3864,3905,48.476,1.343,1.134,2.769,,0.509,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,PsychDistance,3394,3905,48.476,7.741,1.168,15.968,,2.07,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,SciConsens,3967,3905,48.476,3.881,1.126,8.005,,1.036,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,SystemJust,3821,3905,48.476,5.462,1.136,11.268,,1.363,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
vlasceanu2024,"63 countries n=59,440",SHARE_pp,the respondent's OWN social-media network,own_network / the message itself,0,low_cost_click,one click + optional copy-paste,immediately after the message,WorkTogetherNorm,3959,3905,48.476,5.376,1.126,11.089,,-0.407,SHAREcc coded no-social-media as 1/0 as supplied in data63.xlsx
koetke2024 S5,US n=617,Behavior Follow (opt in to be sent info & tips),the RESPONDENT (info sent to self),self,0,low_cost_click,one radio button; info sent to SELF,"after the trust battery, end of a short survey",POOLED,467,150,44.0,-8.026,4.635,-18.24,-8.54,2.481,"binary yes/no, ""maybe"" (n=62) dropped; METI trust rescaled 1-7 -> pp of range"
koetke2024 S5,US n=617,Behavior Follow (opt in to be sent info & tips),the RESPONDENT (info sent to self),self,0,low_cost_click,one radio button; info sent to SELF,"after the trust battery, end of a short survey",Limits of Methods,156,150,44.0,-9.385,5.58,-21.329,,1.738,"binary yes/no, ""maybe"" (n=62) dropped; METI trust rescaled 1-7 -> pp of range"
koetke2024 S5,US n=617,Behavior Follow (opt in to be sent info & tips),the RESPONDENT (info sent to self),self,0,low_cost_click,one radio button; info sent to SELF,"after the trust battery, end of a short survey",Limits of Results,166,150,44.0,-4.843,5.566,-11.008,,3.493,"binary yes/no, ""maybe"" (n=62) dropped; METI trust rescaled 1-7 -> pp of range"
koetke2024 S5,US n=617,Behavior Follow (opt in to be sent info & tips),the RESPONDENT (info sent to self),self,0,low_cost_click,one radio button; info sent to SELF,"after the trust battery, end of a short survey",Personal Humility,145,150,44.0,-10.207,5.663,-23.197,,2.123,"binary yes/no, ""maybe"" (n=62) dropped; METI trust rescaled 1-7 -> pp of range"
spampatti2023,"intl n=5,948","WEPT_90 (pages, 0-8)",Eden Reforestation Project (1 tree/page),aligned_cause,0,effort,WEPT pages,near end,POOLED (6 inoculation arms vs Condition 0),5095,853,18.699,0.676,1.048,3.613,,,"NO NEUTRAL CONTROL: the reference arm also read the disinformation, so any message-vs-nothing common shift is differenced out. UNINFORMATIVE for the offset."
bago2025,"US n=1,999",upvote / bookmark of the stimulus headline,none - engagement with the stimulus feed itself,n/a (not a follow-through ask),0,low_cost_click,click on the stimulus feed,during stimulus,EXCLUDED,1002,997,,,,,,,"EXCLUDED from the alignment analysis: the act is engagement with the stimulus, not a costly follow-through for a third party. Numbers not recomputed here."
